teamId,statistical_rank
105594101461473671,242
107581300297680248,243
104710343016706538,244
107423109717243380,245
99566404850008779,246
105397399468432537,247
107598712583969458,248
105594163014588871,249
106827827857159558,250
105520784254806142,251
107597875833524424,252
107598683861013570,253
106827839261303409,254
105521402545275594,255
105532840001188717,256
105521504308341229,257
107467827374313054,258
107582641798795198,259
105554088239949229,260
104016416551172375,261
102141671183409133,262
105549993449477104,263
105553729458550723,264
105913221137618666,265
107581765633427097,266
107582184905264520,267
106269818143576465,268
105357803054359120,269
106269859169658575,270
105548000936710641,271
105520713962793016,272
107603544245460197,273
102787200153467923,274
107251295460371069,275
105550003470349739,276
106806779752531762,277
108404211655217274,278
104710383210356454,279
105521419784127190,280
107456994699991548,281
99566404853854212,282
105537621677160078,283
107416342401528388,284
98767991871709842,285
105515109012592449,286
107603548241713732,287
105503535895066182,288
107581750701049485,289
107582609836036013,290
107597870621708485,291
107598805167594304,292
107598785733448849,293
108573042084687884,294
107581689894520368,295
105503778424809514,296
107563714667537640,297
103963715924353674,298
102787200138722262,299
107251231972989211,300
105537408539332006,301
107581296208168309,302
104843437139220481,303
99566405944694628,304
106827832203113865,305
109800832177252614,306
106827765448944398,307
101978171843206569,308
103877925817094140,309
106421708401759879,310
105519562229907355,311
106857739520697600,312
105520816474194464,313
105913232697120493,314
109668849651338559,315
107437032053655867,316
106334794714373670,317
103877879209300619,318
100289931264192378,319
104710373370426042,320
107598764318774383,321
99124844353216570,322
105521451717484016,323
106302119383559530,324
102787200159169580,325
109696126554266494,326
109485335453835911,327
107423083507599175,328
108352305932141947,329
105515266817621145,330
109669678317817381,331
109674814051390025,332
106250732506012141,333
107599061926073885,334
107456419134134246,335
106857761435870473,336
107582181197106556,337
105519945593890595,338
107599112065439311,339
106827844148688268,340
109642680932009857,341
107581212180071788,342
106302593752767294,343
110428362822825796,344
107598878262940546,345
103877756742242918,346
107258254469504696,347
107598982142057588,348
107582638341246907,349
104212455500985426,350
109523293035238887,351
107581738783262346,352
109675484017801229,353
106295024192678387,354
108203164850614211,355
107598780504331406,356
105193571520283762,357
107450819235010833,358
107603566520687175,359
108121047955658273,360
104212474149188693,361
107179722233063345,362
107582169874155554,363
107580481273119961,364
107598651997213225,365
107251307514079872,366
107565477822627354,367
108203154514683518,368
108361545122797332,369
108203159356403647,370
109539776003058530,371
109695910533747910,372
109696092218588987,373
107580497041999074,374
107599144012469862,375
107581755241449104,376
108361575122450254,377
104367072827489994,378
107603596915629288,379
107582591908138922,380
107581178720470377,381
107599174108436104,382
107574959289974368,383
109676337359108345,384
107423086908356081,385
106250729133367861,386
109480204628225868,387
107603554304287575,388
107582173169864040,389
104367099322647716,390
106334802515490809,391
99566404845279652,392
107564167676290839,393
105520826536746180,394
107582150625414483,395
109480056092207899,396
107597866344501908,397
107580483738977500,398
107599089191671351,399
109485351596724390,400
107565493716773932,401
98767991916844003,402
105594176887807460,403
109981650516317055,404
107700211633200412,405
103877976717529187,406
107582598621022934,407
109696073114910519,408
106827848618374543,409
106972778172351142,410
109637393694097670,411
102787200130988976,412
105519846782566525,413
107251941920386009,414
105301786369976273,415
107599485973747723,416
98767991887166787,417
107581209070519555,418
109642690191894407,419
106857755268998406,420
105593311172904657,421
99124844355850858,422
109783023470714128,423
101388912914513220,424
108319257932089006,425
109783149221216052,426
108361578564310810,427
105536980594429116,428
109485342651298305,429
105521239281281237,430
105351737774956843,431
106222632206917342,432
105193385417106233,433
107603586980602718,434
104234362586443283,435
109631326144414089,436
108439036582886702,437
107598704067400262,438
108203169709977541,439
107128093558481418,440
107179740624168899,441
108361563004344389,442
101388912911039804,443
105913111502565010,444
108078422885368642,445
105663527959374033,446
107456284318482723,447
107599188771591359,448
105520781900097659,449
99566404848691211,450
109692071893352727,451
108159917648031455,452
107110686951738484,453
101428372830010965,454
109699042809864069,455
105301877841257613,456
106827823550343961,457
105593278887024877,458
109698757443650056,459
107581761958954646,460
109539873500788632,461
106300533256999014,462
105547976546505145,463
103461966986776720,464
109981647134921596,465
108131965235538611,466
109695924147263860,467
110506938087991033,468
109696115986547257,469
108203161924300737,470
105549984475833252,471
107067065368380132,472
109828279319224248,473
107456355516438414,474
99566404856367466,475
105301755072677196,476
108203173414485265,477
110492173877838150,478
109671201259007744,479
109697683685398040,480
107693836459380354,481
108159958519099117,482
109692074894483834,483
106857724782292541,484
99124844354766222,485
99566404847770461,486
110534696811298545,487
107468079354897663,488
109696047948627764,489
109539675734129088,490
109699038581250169,491
108121051709036068,492
104234144258996303,493
109698855806033734,494
99124844358677975,495
105548019132871601,496
110418022381234710,497
108361570687544399,498
109697689430777005,499
107648168744912288,500
109671413728531527,501
110733870612047344,502
109782787975510889,503
110424394375218208,504
107565448721890834,505
108517492697602721,506
108203166973601408,507
109631610813971977,508
109981678167856017,509
109675490370327425,510
109696138543579708,511
107564135791716115,512
108319669531442279,513
110534728305628996,514
110383487456480967,515
106827815539026710,516
107456352597333899,517
109981644490281844,518
108403526900459473,519
109783124183318312,520
107580444745581889,521
108159996371573462,522
108361565719424734,523
110733864366329081,524
109698026697016325,525
109698030312834058,526
105957640798249312,527
108159968741268165,528
110534741480867943,529
106371176555003349,530
110425157952111645,531
109783164711873455,532
107581733744920199,533
109671193729027761,534
107580475800733004,535
108448995754333242,536
110534749775658790,537
110534732558665825,538
107700208463820785,539
110424397251619481,540
107603551467692884,541
110425005562048945,542
109783130654973406,543
107597858964689090,544
109672446077514083,545
110534724851488577,546
110534714934488523,547
108018637503819612,548
110733877357854829,549
107582613263241138,550
107582615829368757,551
107635420167535818,552
109704625422425316,553
109631614501223948,554
107582176093752697,555
109782867012820172,556
107655539755387391,557
107580455322240324,558
108361550364038935,559
108361537886099513,560
108160026618060825,561
110733889090164854,562
109783170393931575,563
109749493607708438,564
108566004579728490,565
110534751905120040,566
108565997404381643,567
109783160511364305,568
109631541326560210,569
109672618694070633,570
108159890692353756,571
109783136441695429,572
98926509885559666,573
102747101565183056,574
